,Title,Rating,Review Date,Review
4138,This is the best music app I have ever used,5,2/14/2020 9:32,This app is nine like any other I recommend you get this app 😀
4139,Rate this title,5,2/13/2020 2:11,This sounds right on my family room tv thank you!
4140,Amazing app,5,2/2/2020 6:56,The app is very useful and has songs I can’t find nowhere else.
4141,Completely deceptive business,1,1/23/2020 2:04,"I have attempted a dozen times to find my account information but the site has no option to update or view my account information.

The site refuses to allow me to see “billing information” either!!!!!"
4142,Has the best music,5,1/16/2020 12:02,I can find all the music that I like on here and more I am hlad I downloaded this app
4143,Best,5,1/9/2020 15:29,The best rap so you get to hear young rappers and you make you own music so the whole world can hear😁😁😁
4144,Music,5,1/6/2020 12:04,Better than pandora 😳!
4145,Soudcloud,5,1/4/2020 20:11,I can now listen to song wile playing games on my phone
4146,It’s good just needs a shuffle feature,5,8/22/2022 21:40,👍
4147,Not worth it,1,9/2/2022 1:17,This app isn’t worth it because when you update it the app will glitch out and make you have to delete your playlist just to listen to music this was a waste of my time.
4148,Best music,4,8/30/2022 19:18,Best place to find good new EDM music. Wish the interface were more intuitive to use.
4149,Can’t Search Like Before,1,8/26/2022 1:34,I’m not able to search as in the past. Artists I have listened for years. Can you please update the search feature. It use to be free but now seems like we have to pay idk
4150,SoundCloud Artist,5,8/20/2022 22:29,This was my life saver nothing could save me but you
4151,🔥🔥🔥🔥,5,7/21/2022 6:11,it’s a fire app barely any ads and a good source to find full TikTok songs
4152,SoundCloud,5,7/3/2022 0:42,I love this app it has all the music I need on it thank you SoundCloud
4153,Very useful,5,7/2/2022 20:56,Gets me through the work day at kfc
4154,For the more adventurous listener,5,3/20/2022 22:08,I think if SoundCloud as a audio forum for musicians and other adventurous folks.
4155,My review,4,5/7/2022 17:48,4 starts you can find any song you want that is unreleased
4156,Lost everything,2,4/29/2022 20:29,"I lost my whole account because the app decided to glitch l. I can't log back in, in any way, I lost ALL of the music I've saved and this isn't the first time!!!"
4157,Annoying,2,4/29/2022 2:40,look i know yall want ppl to subscribe and all but playing 2 unskippable ads after every other song selection is mad crazy like i feel like im sittin thru hella previews at a movie theater
4158,Confused,1,4/26/2022 22:19,I updated it and it won’t let me play any songs now it’s saying loading error try again I’ve exited out of it and tried again still nothing please fix it I want to listen to my music
4159,Better than you know who,5,3/8/2022 19:51,You know who😏
4160,Why do the ads have to be so dam loud,4,3/20/2022 5:28,I’m listening to music at high volume and then an ad appears and is so loud
4161,The best,5,2/6/2022 4:28,I give it have stars because it has good music!
4162,Needs playback speed controls,2,3/2/2022 21:37,I am spending/wasting six to seven hours listening to an audiobook I should be able to finish in 2-3 with audio controls. Please add them!
4163,Nice,5,2/3/2022 17:45,I can listen to much music anywhere
4164,Great music platform,5,1/23/2022 3:28,"Awesome platform to listen, and add your own music."
4165,Great app,5,1/13/2022 8:37,Affordable easy to use and part of history 🤞🏼
4166,Music,5,11/29/2021 18:59,It has amazing music to show how I feel
4167,My tracks,1,1/9/2022 17:59,So my playlist and all my music gets deleted most of the times. And when i get them i would listen to one song and it will throw me off of the app. But my whole entire playlist is gone.
4168,Great App to listen to quality music,5,11/20/2021 1:15,I love sound cloud.
4169,Love it,5,11/3/2021 0:32,Definitely will recommend:)
4170,Nice app.,5,10/13/2021 20:19,I haven’t had Apple Music in a while ‘til this happened. It’s AMAZING. People on Earth have to listen to this🙃😉✔️.
4171,keeps logging me out!!,1,10/26/2021 16:18,i keep trying to create a new account and every time it logs me out of the account a couple minutes later and acts like i never created the account. So there’s basically no way for me to use the app
4172,Love it,5,9/30/2021 14:43,Great way to listen and/or watch videos
4173,Great selection! Love it! Highly recommend,5,8/12/2021 2:50,A must for any music lover!
4174,musical bliss,5,8/2/2021 0:27,"soundcloud is honestly one of my favorite apps. it has ads but around every five, six songs. i think my favorite part is its ideal for any song and you can always create a playlist or save any song you like!"
4175,Good and useful,5,7/16/2021 16:45,All new music for free just I lik bit of ads rarely
4176,Unreliable,2,7/21/2021 15:07,I have used SoundCloud for years and while listening to music the app constantly crashes.   Over and over again.  It’s inconsistent.
4177,Great App,5,7/8/2021 3:39,"If you want to find future legends on the way up, go to SoundCloud!"
4178,Amazing!!! All the music I need!!! SO underrated,5,6/15/2021 14:24,"So much music I love, in one tiny app I wish the best for this amazing app."
4179,Glitching,2,7/3/2021 7:39,"Hello Souncloud! I have a complaint your app is glitching, has my music stopping at random times(not ads), and for some reason it keeps asking me to reload even though I have plent of times."
4180,Info of tracks,4,6/27/2021 6:26,Why I can’t see info of tracks in iOS version?
4181,It is what it is,5,5/21/2021 3:49,"And they make no more of what it is than what it is, pure music"
4182,Difficult navigation,3,5/25/2021 18:08,Not intuitive
4183,Sound cloud,5,5/12/2021 5:52,Great launch pad for all artists
4184,Give us the things on pc,3,5/3/2021 4:36,Give us the option to message people on the app like on the pc version of SoundCloud
4185,Good af,5,4/15/2021 0:11,Nice and you can use different apps at the same time
4186,SoundCloud,3,4/19/2021 23:00,This app lost half of my repost and also wont let me scroll done last 10 songs
4187,Music,5,4/9/2021 2:17,Sound cloud has a lot of music artists like liltj
4188,Your moms pods,5,4/1/2021 17:08,Don’t use any other music platform
4189,The best,5,3/2/2021 2:22,"One of the best music app that i have ever tried, free music, no adds it’s just perfect"
4190,Downgrade,3,3/26/2021 3:07,"I love this app, but recently I’ve been getting even more bugs since the update about a week ago"
4191,Sound Cloud,4,3/23/2021 2:44,Good medical information not found else where
4192,Horrible.(03/21),1,3/11/2021 1:49,Awful interface and incredibly laggy. Lag has been constant for almost a year now and hasn’t been fixed. Descriptions have still been removed which is VERY unhelpful. Why are they now a PC only feature???
4193,Cancel subscription,1,3/3/2021 16:07,They do not make it is to find where you can cancel the subscription. It is also difficult to speak with customer service or any person.
4194,Firm believer,5,2/26/2021 5:07,I believe full heartedly that sound cloud is my all time favorite music platform! 🙏🏼😍😎🥳
4195,Yuh,5,1/27/2021 17:38,I like it a lot it is good to have when you need to zone out
4196,Newest Update,2,2/7/2021 19:49,"After the new update, SoundCloud is still crashing. I’m paying money for it to be perfect, not to listen to half the song. Please fix it."
4197,It has trippie songs,5,1/24/2021 20:47,It has trippie songs
4198,Honest review,5,1/6/2021 12:48,I always thought dis app was overrated but I recently used it I LOVE IT!!! There is so many types of music slowed and reverb are my fav - bi💖💜💙
4199,Good app,5,11/12/2020 21:37,I love this app so much better than pandora
4200,Sad,2,1/4/2021 18:40,One of the only music apps i use is no longer usable on my Iphone 6. It says it requires ios 13 when my phone does not get it. Is there a workaround or anything?
4201,Vibe Killer,1,11/23/2020 21:27,Soundcloud is ridiculous now and just take advantage of free users. It’s pretty crazy how i’m getting 2 ads every 1-2 songs & the ads on here are 30 sec each and unskippable:/ already straying away from soundcloud to better apps.
4202,Awesome,5,11/10/2020 23:50,Pretty much one of the bust song listening apps
4203,Sound cloud opinion,5,11/9/2020 0:24,So good to use but I want to post on it cam you help???
4204,Fantastic Music app,5,11/8/2020 20:19,Amazing music app to start your gathering or family party
4205,Best music app,5,10/30/2020 19:48,Not that many ads audio is good plus the creation aspect to it
4206,Laggy Ad infested app,1,11/2/2020 1:43,"Can't scroll through my liked songs without the app stuttering and lagging and when I do play a song a 30 second ad about something irrelevant has a 99.9% chance of popping up, used to be a great app."
4207,Good app,5,10/20/2020 2:56,It is really nice for starter rappers but it should have a tutorial how to post music and make beats but it is fire 🔥🔥
4208,Not uploading a track,1,10/22/2020 23:27,I’ve been trying to upload a song today 3 times and it uploads it but once I refresh it it’s gone. I hope it’s a bug and not anything wrong with my phone
4209,My review,5,8/31/2020 0:51,Best app ever and the fact that i can chrome cast too is even better
4210,Eeee,5,8/16/2020 4:46,I love this app because I can listen to whatever song whenever I want
4211,App works when it wants,3,8/19/2020 20:33,Even when I have connection the app doesn’t want to play. I have to delete it & redownload for it to work. But when it does it’s the best.
4212,Go+,2,8/18/2020 3:20,After SoundCloud made every song go+ I literally have to move into a new platform because i cant listen to any and im not paying 10$ a month 😐
